h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,1,3,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,5,-,n,a,m,-,2,0,2,3
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,1,2,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,4,-,n,a,m,-,2,0,2,3
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,1,1,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,3,-,n,a,m,-,2,0,2,3
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,1,0,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,2,-,n,a,m,-,2,0,2,3
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,0,9,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,-,n,a,m,-,2,0,2,3
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,0,8,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,2,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,0,7,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,1,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,0,6,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,0,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,0,5,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,9,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,0,4,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,8,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,0,3,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,7,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,0,2,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,6,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,1,0,0,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,5,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,9,8,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,4,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,9,6,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,3,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,9,5,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,2,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,9,4,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,-,n,a,m,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,9,3,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,2,-,n,a,m,-,2,0,2,1,-,v,a,-,h,o,c,-,k,y,-,1,-,n,a,m,-,h,o,c,-,2,0,2,1,-,2,0,2,2
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,9,2,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,1,-,n,a,m,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,9,1,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,0,-,n,a,m,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,8,8,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,9,-,n,a,m,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,8,7,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,8,-,n,a,m,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,8,6,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,7,-,n,a,m,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,8,5,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,6,-,n,a,m,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,8,4,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,5,-,n,a,m,-,2,0,2,1,-,v,a,-,h,o,c,-,k,y,-,2,-,n,a,m,-,h,o,c,-,2,0,2,0,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,8,3,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,4,-,n,a,m,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,8,2,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,3,-,n,a,m,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,8,1,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,2,-,n,a,m,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,8,0,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,-,n,a,m,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,7,9,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,2,-,n,a,m,-,2,0,2,0,-,v,a,-,h,o,c,-,k,y,-,1,-,n,a,m,-,h,o,c,-,2,0,2,0,-,2,0,2,1
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,7,8,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,1,-,n,a,m,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,7,7,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,0,-,n,a,m,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,7,6,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,9,-,n,a,m,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,7,5,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,8,-,n,a,m,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,7,4,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,7,-,n,a,m,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,7,2,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,6,-,n,a,m,-,2,0,2,0,-,v,a,-,h,o,c,-,k,y,-,i,i,-,n,a,m,-,h,o,c,-,2,0,1,9,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,7,1,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,5,-,n,a,m,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,7,0,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,4,-,n,a,m,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,6,7,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,3,-,n,a,m,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,6,6,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,2,-,n,a,m,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,6,5,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,-,n,a,m,-,2,0,2,0
h,t,t,p,s,:,/,/,l,a,z,i,.,v,n,/,e,v,e,n,t,/,d,/,6,4,/,g,i,a,i,-,t,h,u,o,n,g,-,t,h,a,n,g,-,1,2,-,n,a,m,-,2,0,1,9,-,v,a,-,h,o,c,-,k,y,-,i,-,n,a,m,-,h,o,c,-,2,0,1,9,-,2,0,2,0
